sku_ID,beta_posterior_mean,beta_posterior_sd,bucket
0059cabfce,1.2661040040057396,0.4319112419493648,7
01c99f44fd,4.323606110268106,0.721333102631481,1
037a7eaab9,4.316532246891059,0.7439896653376984,5
038abb41a5,2.6436561365111846,0.7767682366406488,7
067b673f2b,2.567001280756181,0.4911188332220236,5
068f4481b3,1.841994192705195,0.6468302040339189,9
09b82fac47,1.1675448196834306,0.30088534397951927,2
0aa7e6b035,2.06794919164501,0.45986759205670846,8
0b16a50488,2.441217000410031,0.5833040009338691,7
0c8653db6f,4.075316179227587,0.6042344117051991,2
0d195bc9e8,2.8436086263646807,0.6891733161728995,5
0eb4088cb7,3.0696314909210214,0.6918003896655828,9
14dd743b19,2.1898086923773303,0.7647917302379965,7
15bb848d24,2.7160186883440867,0.8176631938985636,4
17054160bd,1.7588487949124167,0.7380673564195126,9
179cb54d5b,2.4528787191774564,0.8510538740766104,4
1a2362c248,2.8599550338953015,0.4861508749306837,7
1d1322acca,0.30442755613854955,0.9162077349703499,0
1d35e881f9,1.0118311551833663,0.16709822441832678,0
1d3b8e84d1,1.8018423102704397,0.7255313771553932,8
1ecdfb0e7a,2.6308092160213112,0.8151449744688015,2
20dfdf27af,2.906986436950166,0.8197417865484323,1
213fdcf150,3.287093657307992,0.5324390050986006,3
2189b70880,0.6165318932524809,0.14163726933767723,0
23015831b0,2.475151053244369,0.7796698392475095,3
2523d051fd,2.4521248413127408,0.6430978751519227,9
259ac48bad,3.7060822205020547,0.6560761454731949,5
29e4f19c34,2.704824993651081,0.7743950432944675,1
2ddb64e05a,2.271550128117816,0.7969147112444914,3
2e06817802,2.5319000026168745,0.6023218330518244,1
2e6929ecb9,2.6589866084133926,0.7798194977557277,5
2e69af1fdf,2.697972855469007,0.6252562730343573,8
30c82f45dd,0.31775506628311717,1.0719779784580417,0
3320c0db64,4.043760608393751,0.45458495269545585,1
3418d59e22,0.6253782263304268,0.5596043952935584,0
345e86916d,2.4736562929836565,0.7861087556617167,4
34dc7f6d80,3.9631660012253476,0.5894633226058398,4
369eb7dbd3,3.4440814341247155,0.5941873091316685,1
375d4a9a65,1.3145059305754079,0.39997992389915626,3
3767b112e8,1.9164232645471952,0.7549264105647706,8
38676d45f5,4.758072967642403,0.5260409041831791,5
38d636d2a6,1.9101298909301119,0.734682922577331,8
3a64d9667a,2.762893159392854,0.5470358792522289,6
3c0e1b743c,0.7155395966765303,0.6422697365617869,8
3c79df1d80,1.8867289193168129,0.7576178985782736,2
3ce8749fee,2.409342744845552,0.5620683063310432,3
3dd5460585,2.955631280758024,0.7573747388800433,2
416aed740e,2.0416078638476156,0.24444364930463783,7
427bea8ec7,2.3126804493308715,0.8287785531963321,3
4336d67c86,2.710102726334479,0.5357771827700164,5
4639121a45,3.436930217845935,0.5960338283952562,4
489e39741e,2.222498668836093,0.6204925585575867,6
49ad890e8e,2.479838875892612,0.6883468383994087,1
4b65db43ac,2.8011245879014774,0.5175977224788727,4
4da2507f14,2.395708920083083,0.8072374892804447,4
50b53a8536,2.3416274731997055,0.6552578587159507,6
56b746bd59,2.0857984710223962,0.7861409964682468,3
57399f9289,3.0029106068208113,0.27800230809401894,4
581d5b54c1,2.0897378113060108,0.6019860103121297,7
589c2b865b,2.650171535917112,0.458911985876899,4
58f283581d,2.202659396764807,0.8033497805870591,4
593b9c70a6,3.08498390304442,0.5455579730127144,6
5bc7233fdb,2.642577289272121,0.7720400957252415,5
5c15aed2ae,3.3874627033425697,0.41271604233277825,7
5c4440c9d2,-0.14961723475040167,0.409167980296636,1
5c58b30eee,2.2471121880227924,0.5237702617016617,3
5eced3cd82,2.1405843076510753,0.7593963066491103,6
5f413aa088,2.1209720804320473,0.7437157224383191,7
5f58bfd286,2.6446651495925058,0.5583054611797365,3
5f7dce4e3e,4.1084638104989315,0.7492589358149233,2
637a52ea80,1.8695542531935327,0.7466642130788526,8
63e0004aa9,2.360753034453013,0.6604271527786093,0
66ab6d8963,2.4267392932303617,0.7463702689350694,2
66bd21ebf1,2.201054606915895,0.7219709488367767,5
6dfbd25800,2.7614127644390973,0.49481534574595304,5
7116578cc0,3.3016639264731094,0.5826428016102332,5
73af671ce8,2.8415219513912184,0.6916652128751443,6
740bab6bc5,-0.5025021273981293,0.5407916191183959,0
767ac490ed,2.6362219807710465,0.7878427775231861,7
772c7f75ac,3.2508742362909024,0.5770690111008637,1
7bf34e25f7,3.903379498916691,0.6930442207581762,1
7e4cb4952a,2.255735722021628,0.6634726924961845,2
7f53769d3f,2.4275178421692356,0.7780453433760444,3
7f947c0055,1.7881575158847556,0.7252608487414341,9
80b5f44fd3,2.0900692776306196,0.5291623782592043,8
81e57cbc50,1.4736047571016428,0.6979349978295126,8
833119379c,0.44212989897489413,0.6163282520101511,0
83e24b70d5,2.8882381341394248,0.6885961726265039,5
85efcbee79,1.7906262382742864,0.5000542734239121,1
89f3796b30,0.8121264740380044,0.27634299696141484,2
8b1da9ae03,1.1972207920400406,1.0625535179123298,0
8ba371f129,1.8923514074521313,0.40884083291850015,7
8d5f73c188,2.964234949867235,0.626655639281867,4
8dc4a01dec,1.915703548013095,0.5917115337340298,4
902d744bba,2.3348723359150263,0.6999609299787712,9
904fbf8b97,3.7621991224924076,0.4948038780435248,3
90a8e42962,2.784888566642202,0.6008157893004238,8
90cf164371,3.103909042130999,0.7434830693705197,7
915cd3c4c0,2.239177733946075,0.8026766276041196,6
93301ecfed,2.220260329304403,0.6669521837636796,0
93f9bac4b8,3.100274703552542,0.5653081918083916,2
945094e307,3.417212240316124,0.5588150939559248,3
961d88f1b9,2.2134389397095675,0.7894534142363998,4
9a5f4c6413,2.717630659634753,0.6923210594495075,1
9ab7657395,2.322933571450185,0.6658901023039762,9
9ac31152dd,2.242100724847382,0.5911726325586011,9
9e452b5aee,2.582626390753619,0.6077321959106053,6
a1b0f57464,2.8981395182328615,0.7121986442554443,5
a3d5be01b0,2.470166312666306,0.8476492690932477,1
a929b13ba3,4.634278654784192,0.6429738544685397,2
aa0fcf0fb6,1.9183163065921112,0.5791680074670862,2
ac0cd64708,3.1062611296227343,0.49189261530412365,3
ac61f4e10e,2.6635423551918986,0.5094235962287433,7
ad71b48a82,3.1649256505697654,0.6442160990651968,5
adfedb6893,2.077999670185199,0.5712089785573039,7
