sku_ID,beta_posterior_mean,beta_posterior_sd,bucket
00104dbcd7,2.1521181929349877,0.6176054702201134,3
002cf934b4,1.8373987007002628,0.6813247881259383,0
0059cabfce,0.9845960035536327,0.37689659651635804,6
00cb69d8fd,1.760602634129916,0.5966798628832384,4
00cc0c688c,1.5118280463108322,0.5223662350347215,0
00f1fd5798,1.8344054788921516,0.5469270244275765,8
00f6b3b501,1.8795499478270357,0.5973409513323023,0
01326007f9,2.1423471921942148,0.6155339416924042,4
018a6a0fdc,1.9563981255131995,0.6179390472761598,1
019420a70d,1.8977273541806987,0.6179845932721194,5
019dedb453,1.2626111205989583,0.29666719961950894,3
01c1fce712,1.8543927573910344,0.5875865305723766,8
01c99f44fd,3.2977532587993696,0.5913789420369279,1
01c9d91829,1.9193719813956962,0.5532150333844202,7
02042d9606,1.9341782021079812,0.5929733476756468,7
02514838da,1.7477140493557477,0.5485140692528577,9
027604c03a,2.382646792737241,0.43140816583525105,6
027761d794,1.9243585742497429,0.6069890963850862,6
028f38d48e,1.9838809074204147,0.5680771744251151,7
0294395df1,1.153805642267,0.43591745590376685,2
02b6527c8f,1.6702541815488565,0.5691627516694953,8
02b9c79d68,2.020781503538245,0.5100563435542959,6
02c47581e2,1.9165761057616972,0.6034303927655492,6
02e1923610,1.9394175373933862,0.5752369829023561,8
030f85221c,1.9845289044532461,0.48494906086835315,3
032e81abc0,1.8121809055371954,0.5631229296563078,9
035b3ae617,1.9760373905908295,0.5842315009629033,2
037a7eaab9,3.268313667881002,0.5790662029510395,4
038abb41a5,1.9692254106601814,0.5955135360644525,5
03b17af012,1.8166027617499567,0.6748349813768192,0
03c4e04481,1.9574495707202595,0.6243847785184935,1
03d4dd643d,2.0934097712063373,0.6297020241183083,3
03e328a9b2,1.8670457839954038,0.6342494886257521,1
045010fe58,1.8670622583984215,0.5453580113029408,8
0465eb5c83,1.546128712853687,0.4957373465185097,1
0468a93480,2.44823234517712,0.5101828595626683,3
04b3e7c82a,2.020533783335389,0.623905446050748,3
04c3f136ef,1.8431809637788314,0.538167313677103,8
04db3dc782,2.023005783196407,0.625468000644554,1
05274e692a,1.7017077901075903,0.5352331313874387,7
05378fcbac,2.1492974961573497,0.6077147880621802,4
05db087f6b,1.0484580549946827,0.6520858960251023,0
05f6cd03ea,2.0008306903715245,0.6223919657421525,1
0670f199ac,2.095444655212826,0.6131127832487393,2
067b673f2b,2.3525751328263786,0.4203289374458945,4
068f3396c1,1.4512291800769326,0.5123559385422999,9
068f4481b3,1.6982898214411895,0.5334175035143085,9
06a4ec1b16,2.0931267499898323,0.5969908601948858,3
06a9c19d19,1.696329196453145,0.6086769809797601,5
06d3312eb0,1.9161313002056743,0.5850889060426826,5
0757d730f6,1.8661259726849253,0.5733553438106398,8
0795bad0f3,2.0700960184543424,0.6256310206250711,3
0796a2c783,1.8803124758854006,0.566236393030021,8
07beb67f19,1.771298098389249,0.5837332104647659,9
07e0d561b7,1.7918388556571838,0.6424362733508231,0
084c17855b,1.5670164304879302,0.7080853447164792,0
084d57a088,2.106786094306732,0.6127221151292158,3
0867a302b3,2.9766473932676627,0.47995095123212067,4
08a61ca4e9,1.7273136780058571,0.6373581548666506,3
08a8d07a32,1.7908150052498575,0.5223786232002704,0
08fbc558a1,2.076486555403448,0.6357875156267578,3
09038846d8,1.9387376977645636,0.6197912933089552,3
090b1341f4,1.9329009860014135,0.5715219681716865,7
092bf5c53b,2.6657342712453396,0.6016985387266228,2
093f8b489e,1.8873386938754002,0.6632120877295747,1
09444e6fc5,1.9105538095090164,0.6119779511280551,6
09461f8da9,2.2565782439199147,0.425406080607923,1
094d5649f7,2.0384873012368385,0.5781476760613795,2
097617cf91,2.5808172836973786,0.35310345841817986,2
098f990d9d,1.6172895734546504,0.5184186809830256,8
099f2e343c,1.4134216543461733,0.5068670087343589,0
09b70fcd83,2.0020027921102965,0.6331470087910077,2
09b82fac47,1.1937239843966798,0.27012133333133764,2
09c5701662,1.654799352063922,0.6322116685897075,0
09cc200333,2.1679800468071027,0.5995804433726406,4
09d47e6cc5,2.1216734487662765,0.6055200398524474,2
0aa7e6b035,1.9960924283512123,0.40061746139346843,7
0ad4b4a243,1.9452949974804725,0.6013865716141968,5
0ae9cb4bd0,1.8685069991897172,0.5567937395792842,8
0b0ce2bd35,1.920417659173289,0.5769279299981566,8
0b16a50488,2.075084036819494,0.4927354998601758,6
0b2fd9f253,1.805474348287145,0.36892648166814473,0
0b3421cc2f,1.8542910674767819,0.5795887132712024,8
0bd05f9373,1.91971694311537,0.5820659965862024,5
0bee8f27f7,2.0926108303056643,0.6230242040936392,3
